Customer ID,Last_Purchase,Frequency,Monetary,Recency,Avg_Order_Value,Purchase_Regularity_Std,Return_Rate,Product_Diversity,Best_Quarter,Weekend_Purchase_Ratio,Peak_Hour_Segment,Segment,Weighted_RFM
12440,2010-09-03 13:11:00,2,859.2,462,429.6,0.0,0.3333,21,4,0.0,Afternoon,Cannot_Lose_Them,2.1
12441,2010-12-08 10:45:00,1,347.1,366,347.1,0.0,0.0,11,4,0.0,Morning,Lost,1.7
12442,2011-12-06 14:22:00,1,172.06,3,172.06,0.0,0.0,12,4,0.0,Afternoon,Recent_Customers,2.2
12443,2009-12-07 15:42:00,1,485.31,732,485.31,0.0,0.0,21,4,0.0,Afternoon,Lost,1.4
12444,2011-11-18 13:23:00,5,5005.46,21,1001.092,9.46924847422786,0.0,138,2,0.0,Afternoon,Champions,4.4
12445,2011-11-17 18:43:00,2,434.98,22,217.49,0.0,0.3333,24,4,0.0,Afternoon,Recent_Customers,2.5999999999999996
12446,2011-10-13 12:50:00,1,1002.3100000000001,57,1002.3100000000001,0.0,0.0,57,4,0.0,Afternoon,Recent_Customers,2.7
12447,2011-04-10 13:25:00,1,476.49,243,476.49,0.0,0.0,26,2,1.0,Afternoon,Lost,1.7
12448,2011-10-26 13:46:00,1,449.45,44,449.45,0.0,0.0,22,4,0.0,Afternoon,Recent_Customers,2.3
12449,2011-11-17 13:46:00,6,4835.89,22,805.9816666666667,79.79786964574933,0.0,125,3,0.23880597014925373,Afternoon,Champions,4.4
12450,2011-07-06 14:41:00,5,688.2,156,137.64000000000001,98.85511283354712,0.2857,31,3,0.4594594594594595,Afternoon,Loyal_Customers,3.3
12451,2011-11-29 08:40:00,8,12669.88,10,1583.7350000000001,55.65159476600828,0.2,352,2,0.0,Afternoon,Champions,4.7
12452,2011-11-23 10:28:00,2,430.57,16,215.285,0.0,0.3333,21,4,0.0,Morning,Recent_Customers,2.9000000000000004
12453,2011-07-28 14:08:00,1,707.09,134,707.09,0.0,0.0,43,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
12454,2011-10-14 17:13:00,5,16679.78,56,3335.9559999999997,165.40127972096627,0.4444,24,4,0.0,Evening,Champions,4.4
12455,2011-09-27 15:31:00,10,5879.95,73,587.9950000000001,50.593971972953454,0.0,199,1,0.0,Afternoon,Loyal_Customers,4.4
12456,2011-10-26 14:41:00,3,3181.04,44,1060.3466666666666,25.45584412271571,0.25,105,3,0.36,Afternoon,Loyal_Customers,4.1
12457,2011-10-04 13:13:00,8,2995.91,66,374.48875,82.50396815853624,0.4286,63,3,0.0,Evening,Loyal_Customers,4.1
12458,2011-09-29 15:25:00,4,1777.49,71,444.3725,76.59199261889805,0.0,71,3,0.0,Morning,Loyal_Customers,3.4
12459,2010-04-13 14:53:00,1,454.36,605,454.36,0.0,0.0,23,2,0.0,Afternoon,Lost,1.4
12460,2010-09-09 13:51:00,1,326.65,456,326.65,0.0,0.0,18,3,0.0,Afternoon,Lost,1.4
12461,2011-09-06 16:57:00,2,826.88,94,413.44,0.0,0.0,35,3,0.0,Morning,Potential_Loyalists,2.7
12462,2011-11-21 09:11:00,2,1189.59,18,594.7950000000001,0.0,0.5,51,1,0.0,Afternoon,Recent_Customers,3.3000000000000003
12463,2011-10-17 13:44:00,4,1344.78,53,336.19500000000005,51.42308171758411,0.4286,65,2,0.0,Afternoon,Loyal_Customers,3.6999999999999997
12464,2011-11-29 13:33:00,8,1212.05,10,151.50625,29.76855163871206,0.0,6,4,0.0,Afternoon,Loyal_Customers,3.9000000000000004
12465,2011-11-22 16:34:00,2,742.1899999999999,17,371.095,0.0,0.3333,46,2,0.0,Afternoon,Recent_Customers,3.3000000000000003
12466,2010-01-26 16:26:00,1,56.73,682,56.73,0.0,0.0,1,1,0.0,Afternoon,Lost,1.0
12467,2010-10-12 15:41:00,1,132.8,423,132.8,0.0,0.5,9,4,0.0,Afternoon,Lost,1.0
12468,2011-06-05 11:36:00,5,3670.74,187,734.1479999999999,62.45731875982723,0.5,127,2,0.17333333333333334,Morning,Loyal_Customers,4.1
12469,2010-07-05 12:40:00,2,3070.54,522,1535.27,0.0,0.0,76,2,0.0,Afternoon,Cannot_Lose_Them,2.9
12470,2010-01-19 11:01:00,1,211.95,689,211.95,0.0,0.0,23,1,0.0,Morning,Lost,1.0
12471,2011-12-07 15:43:00,79,39963.79,2,505.8707594936709,11.868575724649098,0.3876,255,4,0.03869832893579595,Afternoon,Champions,5.0
12472,2011-11-07 14:01:00,19,17880.59,32,941.0836842105264,23.042799053832287,0.4865,397,4,0.20087815587266739,Afternoon,Champions,4.7
12473,2011-11-10 13:46:00,5,3938.5499999999997,29,787.71,27.184554438136374,0.4444,140,4,0.0,Morning,Champions,4.4
12474,2011-11-22 14:39:00,31,12424.45,17,400.7887096774193,16.193399596014125,0.4259,369,4,0.059154929577464786,Afternoon,Champions,5.0
12475,2011-10-17 10:10:00,2,1149.64,53,574.8199999999999,0.0,0.0,54,4,0.0,Morning,Recent_Customers,3.0
12476,2011-11-24 12:40:00,23,14115.41,15,613.7134782608696,23.21383968543714,0.3947,358,4,0.06782945736434108,Morning,Champions,5.0
12477,2011-11-17 09:51:00,9,20276.37,22,2252.93,47.3178839642808,0.25,295,4,0.0,Morning,Champions,4.7
12478,2011-12-06 09:56:00,1,680.99,3,680.99,0.0,0.0,36,4,0.0,Morning,Recent_Customers,3.0
12479,2011-11-28 13:26:00,1,527.2,11,527.2,0.0,0.6667,31,4,0.0,Afternoon,Recent_Customers,2.6
12480,2011-11-11 14:52:00,7,5464.85,28,780.6928571428572,35.42550870018194,0.125,177,4,0.0,Afternoon,Champions,4.4
12481,2011-11-17 08:29:00,15,12361.39,22,824.0926666666666,46.43103390073183,0.1667,248,2,0.1969309462915601,Morning,Champions,4.7
12482,2010-05-12 16:51:00,29,23691.4,576,816.944827586207,16.92040188648012,0.0938,42,2,0.24509803921568626,Afternoon,At_Risk,3.8
12483,2011-11-22 17:02:00,19,5120.58,17,269.5042105263158,32.066796094476075,0.2963,68,4,0.16546762589928057,Afternoon,Champions,5.0
12484,2011-11-07 11:37:00,12,6370.15,32,530.8458333333333,64.83054835492293,0.25,329,3,0.2694736842105263,Afternoon,Champions,4.7
12485,2010-06-28 15:22:00,1,708.1,529,708.1,0.0,0.0,34,2,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
12486,2010-10-04 12:14:00,1,1037.28,431,1037.28,0.0,0.0,49,4,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
12487,2009-12-09 11:36:00,1,285.29999999999995,730,285.29999999999995,0.0,0.5,2,4,0.0,Morning,Lost,1.0
12488,2011-11-30 08:50:00,3,1298.66,9,432.8866666666667,4.242640687119285,0.0,46,4,0.38181818181818183,Morning,Loyal_Customers,4.0
12489,2011-01-07 13:13:00,1,334.93,336,334.93,0.0,0.0,15,1,0.0,Afternoon,Lost,1.7
12490,2011-12-04 16:07:00,21,9823.64,5,467.7923809523808,28.722400940545924,0.0455,195,4,0.19696969696969696,Afternoon,Champions,5.0
12491,2011-11-01 12:18:00,1,460.40000000000003,38,460.40000000000003,0.0,0.0,25,4,0.0,Afternoon,Recent_Customers,2.3
12492,2011-10-07 15:15:00,3,715.21,63,238.40333333333334,181.01933598375618,0.0,38,4,0.0,Afternoon,Loyal_Customers,3.0
12493,2011-06-27 10:17:00,2,433.74,165,216.87,0.0,0.3333,20,2,0.0,Afternoon,Hibernating,2.3
12494,2011-11-24 09:34:00,9,1872.8700000000001,15,208.0966666666667,53.86607068859368,0.4706,83,2,0.23423423423423423,Afternoon,Champions,4.6
12495,2010-03-09 10:53:00,1,357.4,640,357.4,0.0,0.5,17,1,0.0,Morning,Lost,1.4
12496,2010-03-29 14:06:00,2,54.09,620,27.045,0.0,0.0,10,1,0.0,Afternoon,Lost,1.2999999999999998
12497,2011-09-19 12:29:00,3,6248.5,81,2082.8333333333335,53.033008588991066,0.25,41,4,0.0,Afternoon,Loyal_Customers,3.8
12498,2011-11-18 12:53:00,3,403.70000000000005,21,134.56666666666666,0.0,0.0,21,4,0.0,Morning,Loyal_Customers,2.8999999999999995
12499,2010-05-28 15:12:00,1,393.72,560,393.72,0.0,0.0,27,2,0.0,Afternoon,Lost,1.4
12500,2011-11-16 16:20:00,19,5955.21,23,313.4321052631579,34.790563854777254,0.24,88,4,0.06164383561643835,Morning,Champions,4.7
12501,2011-01-07 12:28:00,1,2169.39,336,2169.39,0.0,0.5,149,1,0.0,Afternoon,Cannot_Lose_Them,2.5
12502,2011-09-05 11:52:00,5,3723.87,95,744.774,25.540817005987364,0.0,102,3,0.0,Morning,Loyal_Customers,4.1
12503,2010-05-04 13:59:00,1,1126.0,584,1126.0,0.0,0.5,2,2,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
12504,2011-11-21 16:02:00,4,779.05,18,194.7625,187.8731841784062,0.3333,11,4,0.0,Afternoon,Loyal_Customers,3.6
12505,2010-10-27 09:18:00,1,955.2,408,955.2,0.0,0.6667,42,4,0.0,Morning,Cannot_Lose_Them,2.1
12506,2011-04-21 08:54:00,1,73.5,232,73.5,0.0,0.0,23,2,0.0,Morning,Lost,1.2999999999999998
12507,2011-07-28 17:09:00,4,1844.06,134,461.015,132.6386067478093,0.2,46,3,0.0,Morning,Loyal_Customers,3.4
12508,2011-11-13 15:37:00,2,398.27,26,199.135,0.0,0.0,57,4,0.2463768115942029,Afternoon,Recent_Customers,2.5999999999999996
12509,2011-02-28 14:45:00,1,176.5,284,176.5,0.0,0.0,7,1,0.0,Afternoon,Lost,1.2999999999999998
12510,2011-07-20 10:15:00,9,5178.02,142,575.3355555555556,73.76022931479693,0.4375,94,1,0.0,Afternoon,Loyal_Customers,4.4
12511,2010-10-07 10:39:00,1,3084.02,428,3084.02,0.0,0.5,190,4,0.0,Morning,Cannot_Lose_Them,2.6
12512,2011-10-04 14:55:00,2,138.03,66,69.015,0.0,0.0,31,4,0.0,Afternoon,Hibernating,1.9
12513,2011-08-19 10:51:00,1,612.29,112,612.29,0.0,0.5,35,3,0.0,Morning,Hibernating,2.0
12514,2011-03-17 16:38:00,2,1597.76,267,798.88,0.0,0.0,76,1,0.0,Afternoon,Cannot_Lose_Them,2.8
12515,2010-12-21 15:43:00,1,383.7,353,383.7,0.0,0.0,16,4,0.0,Afternoon,Lost,1.7
12516,2011-09-23 09:13:00,4,2648.62,77,662.155,73.62744053679987,0.0,49,2,0.17567567567567569,Morning,Loyal_Customers,3.4
12517,2011-11-11 14:04:00,5,2502.84,28,500.56800000000004,9.539392014169456,0.1667,232,3,0.0,Afternoon,Champions,4.0
12518,2011-12-09 10:13:00,5,2056.89,0,411.378,6.027713773341708,0.0,84,4,0.14516129032258066,Morning,Champions,4.300000000000001
12519,2011-10-07 09:26:00,2,726.54,63,363.27,0.0,0.3333,34,3,0.0,Morning,Potential_Loyalists,2.7
12520,2011-09-21 15:23:00,5,2634.26,79,526.852,23.27373340628157,0.1667,121,1,0.0,Morning,Loyal_Customers,3.6999999999999997
12521,2011-07-20 10:51:00,1,599.68,142,599.68,0.0,0.0,38,3,0.0,Morning,Hibernating,2.0
12522,2011-10-31 15:30:00,2,192.72,39,96.36,0.0,0.0,11,4,0.0,Afternoon,Recent_Customers,2.1999999999999997
12523,2011-11-20 12:55:00,23,4372.15,19,190.0934782608696,26.325180939836887,0.2333,176,3,0.116,Afternoon,Champions,5.0
12524,2011-11-30 15:31:00,17,11126.11,9,654.4770588235294,33.685520416260246,0.0556,157,1,0.1375,Afternoon,Champions,5.0
12525,2010-07-29 16:08:00,3,973.73,498,324.57666666666665,23.33452377915607,0.625,56,1,0.0,Afternoon,At_Risk,2.4000000000000004
12526,2011-12-09 12:09:00,3,1316.66,0,438.8866666666666,8.48528137423857,0.0,64,4,0.0,Afternoon,Loyal_Customers,4.0
12527,2011-09-19 11:55:00,5,735.51,81,147.102,92.98745435093201,0.0,26,2,0.0,Afternoon,Loyal_Customers,3.3
12528,2011-11-30 14:40:00,6,1933.48,9,322.24666666666667,38.09593154130767,0.25,50,1,0.0,Morning,Champions,4.300000000000001
12529,2010-06-29 13:10:00,1,316.48,528,316.48,0.0,0.5,21,2,0.0,Afternoon,Lost,1.4
12530,2011-10-11 12:34:00,9,3759.26,59,417.6955555555556,34.69638721415078,0.25,94,3,0.10759493670886076,Morning,Loyal_Customers,4.4
12531,2011-11-25 11:12:00,2,1933.2,14,966.6,0.0,0.3333,126,1,0.0,Afternoon,Recent_Customers,3.7
12532,2011-11-09 13:47:00,1,349.83000000000004,30,349.83000000000004,0.0,0.0,16,4,0.0,Afternoon,Recent_Customers,2.3
12533,2010-03-22 10:56:00,2,1367.89,627,683.9449999999999,0.0,0.6667,63,4,0.0,Morning,Cannot_Lose_Them,2.5
12534,2011-08-01 10:26:00,1,1089.18,130,1089.18,0.0,0.0,63,3,0.0,Morning,Potential_Loyalists,2.4000000000000004
12535,2011-09-09 08:48:00,2,716.35,91,358.17499999999995,0.0,0.0,28,2,0.0,Afternoon,Potential_Loyalists,2.7
12536,2011-10-27 14:20:00,3,12601.830000000002,43,4200.610000000001,0.0,0.4,260,4,0.0,Afternoon,Loyal_Customers,4.1
12537,2010-10-27 08:36:00,1,732.94,408,732.94,0.0,0.0,43,4,0.0,Morning,Cannot_Lose_Them,2.1
12538,2011-11-10 17:16:00,2,640.45,29,320.225,0.0,0.0,33,4,0.0,Evening,Recent_Customers,3.0
12539,2011-11-17 13:30:00,7,11214.75,22,1602.107142857143,110.59249522458565,0.125,276,4,0.0,Afternoon,Champions,4.4
12540,2011-11-20 11:31:00,33,22254.49,19,674.3784848484848,14.313445170317246,0.0833,354,4,0.07133592736705577,Afternoon,Champions,5.0
12541,2011-11-10 10:40:00,3,981.18,29,327.06,26.16295090390226,0.0,46,4,0.21153846153846154,Morning,Loyal_Customers,3.3
12542,2010-08-12 19:12:00,2,481.88,484,240.94,0.0,0.5,39,1,0.0,Afternoon,Lost,1.7
12543,2010-09-17 15:51:00,1,980.25,448,980.25,0.0,0.0,43,3,0.0,Afternoon,Cannot_Lose_Them,1.8000000000000003
12544,2011-11-03 16:15:00,1,372.7,36,372.7,0.0,0.5,19,4,0.0,Afternoon,Recent_Customers,2.3
12545,2011-09-25 13:39:00,2,1000.39,75,500.195,0.0,0.0,42,1,0.32,Afternoon,Potential_Loyalists,2.7
12546,2011-10-24 12:09:00,2,1161.5,46,580.75,0.0,0.3333,59,3,0.0,Morning,Recent_Customers,3.0
12547,2011-05-26 12:38:00,3,383.58,197,127.86,96.87362902255701,0.0,13,3,0.0,Afternoon,At_Risk,2.3
12548,2011-06-26 15:35:00,1,95.19999999999999,166,95.19999999999999,0.0,0.0,5,2,1.0,Afternoon,Hibernating,1.6
12549,2010-05-13 12:05:00,6,1575.68,575,262.61333333333334,49.41322360124531,0.0,38,1,0.0,Afternoon,At_Risk,3.1
12550,2011-09-21 14:35:00,1,964.83,79,964.83,0.0,0.0,57,3,0.0,Afternoon,Potential_Loyalists,2.4000000000000004
