Recency,Frequency,Monetary,Cluster,Customer ID,Profile
0.0,-0.41720747457353174,-0.3357926185159388,0,12496.0,Low
0.0,-0.25128344299711597,-0.26723429411281674,0,12497.0,Low
0.0,-0.3317314583068933,-0.2849391725161391,0,12499.0,Low
0.0,-0.040107402808950365,0.044809816890308496,10,12500.0,High
0.0,-0.45743148222842045,-0.08830895614744338,0,12503.0,Low
0.0,-0.4121794736166707,-0.30626894702442087,0,12504.0,Low
0.0,-0.25631144395397704,-0.14105061169387778,0,12505.0,Low
0.0,-0.32670345735003226,-0.2427458480789916,0,12507.0,Low
0.0,0.09564862302629894,1.727694058750283,7,12510.0,High
0.0,0.4878326976614636,0.40149493137251524,7,12511.0,High
0.0,-0.3015634525657268,-0.28913519373088303,0,12514.0,Low
0.0,-0.22614343821281052,-0.24830557618852736,0,12516.0,Low
0.0,-0.3568714630911987,-0.274297596490969,0,12519.0,Low
0.0,0.2515166526889926,0.3153016622529832,7,12523.0,High
0.0,0.015200607716521573,0.03188374042600007,10,12524.0,High
0.0,-0.1658074267304775,-0.1480323247706323,0,12525.0,Low
0.0,-0.3970954707460874,-0.3230530318833967,0,12527.0,Low
0.0,-0.36189946404805984,-0.2838202335255407,0,12529.0,Low
0.0,-0.0049113961109227685,-0.053342112691243754,10,12530.0,High
0.0,0.08559262111257676,-0.05421628377764874,10,12531.0,High
0.0,-0.10547141524814448,-0.08105916393752467,10,12533.0,High
0.0,-0.25128344299711597,-0.21176522477679874,0,12537.0,Low
0.0,-0.4021234717029485,-0.2956973046861632,0,12538.0,Low
0.0,0.6939807368927682,0.5316298671020047,7,12539.0,High
0.0,1.0057167962181555,0.9925161750836864,3,12540.0,Low
0.0,-0.2713954468245603,-0.24619590996666998,0,12542.0,Low
0.0,-0.25128344299711597,-0.22727884765686598,0,12543.0,Low
0.0,-0.4021234717029485,-0.31154894038630704,0,12547.0,Low
0.0,-0.22111543725594943,-0.26408727820175876,0,12549.0,Low
0.0,-0.23117143916967162,-0.10362443358125879,0,12553.0,Low
0.0,-0.3367594592637544,-0.2423612128009734,0,12554.0,Low
0.0,-0.4624594831852815,-0.20762748163448183,0,12555.0,Low
0.0,-0.3417874602206155,-0.29504459027498076,0,12557.0,Low
0.0,-0.2713954468245603,-0.19464312709774634,0,12562.0,Low
0.0,-0.4021234717029485,-0.29883266498273575,0,12563.0,Low
0.0,0.5029167005320468,0.5835556296344611,7,12567.0,High
0.0,-0.4423474793578372,-0.3219224372783129,0,12568.0,Low
0.0,-0.4624594831852815,-0.2678986641384845,0,12570.0,Low
0.0,-0.009939397067783854,-0.11967421472765442,10,12573.0,High
0.0,-0.27642344778142136,-0.20012126590588428,0,12575.0,Low
0.0,-0.195975432471644,-0.17784738662428515,0,12576.0,Low
0.0,0.29676866130074236,-0.033830614042684434,10,12577.0,High
0.0,-0.17586342864419968,-0.15366198656708044,0,12578.0,Low
0.0,-0.29653545160886574,-0.254972587674176,0,12580.0,Low
0.0,-0.060219406636394704,-0.029541347912057276,10,12582.0,High
0.0,0.633644725410435,0.4315081386724199,7,12583.0,High
0.0,-0.050163404722672535,0.14913922214912267,10,12586.0,High
0.0,-0.28647944969514355,-0.08490551671770664,0,12588.0,Low
0.0,0.2615726546027147,1.4514326842173353,7,12589.0,High
0.0,-0.25631144395397704,-0.12449963912460994,0,12591.0,Low
0.0,-0.15072342385989423,0.5949897874446383,10,12592.0,High
0.0,-0.060219406636394704,-0.06296965025618406,10,12594.0,High
0.0,-0.371955465961782,-0.2875966526188103,0,12595.0,Low
0.0,-0.0954154133344223,-0.12162070234671622,10,12598.0,High
0.0,-0.11049941620500556,-0.14455895165398314,10,12599.0,High
0.0,-0.12558341907558881,0.1307699737201325,10,12600.0,High
0.0,-0.4373194784009761,-0.30119875472327196,0,12601.0,Low
0.0,-0.08535941142070014,-0.16123813598259035,10,12605.0,High
0.0,-0.4624594831852815,-0.33377619720996454,0,12606.0,Low
0.0,-0.38703946883236523,-0.327901767509323,0,12608.0,Low
0.0,0.1107326258968822,0.20057544887319229,10,12609.0,High
0.0,0.40235668139482517,0.24220930381504058,7,12613.0,High
0.0,0.36213267373993646,0.22724349481578718,7,12615.0,High
0.0,-0.3568714630911987,-0.26390078836999237,0,12616.0,Low
0.0,-0.41720747457353174,-0.3285544819205054,0,12619.0,Low
0.0,1.0559968057867664,0.7830181603231089,3,12621.0,Low
0.0,0.3118526641713256,0.18488699177584408,7,12623.0,High
0.0,0.020228608673382657,-0.08351849859394403,10,12625.0,High
0.0,-0.24122744108339378,-0.14856848303696069,0,12629.0,Low
0.0,0.29676866130074236,0.14575909394835676,10,12631.0,High
0.0,-0.2915074506520046,-0.2671410491969335,0,12632.0,Low
0.0,0.5632527120143799,0.350944531349336,7,12633.0,High
0.0,-0.3669274650049209,-0.17694990430890933,0,12634.0,Low
0.0,-0.07530340950697796,-0.10410231377516019,10,12635.0,High
0.0,-0.4624594831852815,-0.19390882338516616,0,12636.0,Low
0.0,0.6990087378496292,0.27043920209867905,7,12637.0,High
0.0,-0.42223547553039287,-0.2859881778198251,0,12638.0,Low
0.0,-0.25631144395397704,-0.15079470540367204,0,12639.0,Low
0.0,-0.3317314583068933,-0.07541784652659113,0,12643.0,Low
0.0,-0.0652474075932558,-0.01980890981674836,10,12644.0,High
0.0,-0.030051400895228196,-0.09157252820335533,10,12645.0,High
0.0,1.689524926351263,2.0104359549371127,8,12647.0,High
0.0,-0.24625544204025487,-0.15600476507864577,0,12648.0,Low
0.0,-0.030051400895228196,-0.08241121521783105,10,12649.0,High
0.0,-0.36189946404805984,-0.3104649682391648,0,12651.0,Low
0.0,-0.4524034812715594,-0.3407695659012045,0,12652.0,Low
0.0,-0.25128344299711597,-0.21234800550106875,0,12653.0,Low
0.0,-0.38703946883236523,-0.25585841437506646,0,12655.0,Low
0.0,0.1409006316380487,0.10770351265352615,10,12656.0,High
0.0,-0.4121794736166707,-0.34700531965089343,0,12661.0,Low
0.0,0.4174406842654084,0.3718547037361433,7,12662.0,High
0.0,-0.41720747457353174,-0.29018419903456905,0,12663.0,Low
0.0,-0.42726347648725393,-0.23962214339690444,0,12664.0,Low
0.0,-0.3970954707460874,-0.2846477821540041,0,12665.0,Low
0.0,-0.311619454479449,-0.21925978489091089,0,12666.0,Low
0.0,1.4180128746807645,1.1707072093364794,3,12668.0,Low
0.0,-0.35184346213433765,-0.20998191576053257,0,12670.0,Low
0.0,-0.24122744108339378,-0.21524908794648479,0,12671.0,Low
0.0,-0.4071514726598096,-0.28633784625438713,0,12672.0,Low
0.0,-0.3065914535225879,-0.24595114206247656,0,12673.0,Low
0.0,0.09564862302629894,0.13806638838799282,10,12675.0,High
0.0,-0.15575142481675533,-0.07357625943789793,10,12676.0,High
0.0,-0.36189946404805984,-0.2590054302861244,0,12677.0,Low
0.0,0.5934207177555464,0.4861263481510037,7,12678.0,High
0.0,3.6906693071819747,2.389499849231287,2,12681.0,Low
0.0,2.1169050076844553,1.6988464128989182,8,12682.0,High
0.0,0.5230287043594912,0.313693187453998,7,12683.0,High
0.0,-0.432291477444115,-0.33166653098810717,0,12686.0,Low
0.0,0.16604063642235414,0.3002076414943903,10,12687.0,High
0.0,-0.432291477444115,-0.31448615523662776,0,12691.0,Low
0.0,-0.4021234717029485,-0.3109311928185808,0,12692.0,Low
0.0,-0.2663674458676992,-0.1386612107243708,0,12693.0,Low
0.0,-0.23619944012653268,-0.24528677203680876,0,12694.0,Low
0.0,-0.3065914535225879,-0.1385329989650314,0,12695.0,Low
0.0,-0.22111543725594943,-0.17014302544943585,0,12696.0,Low
0.0,-0.38703946883236523,-0.2631431734284414,0,12698.0,Low
0.0,-0.2613394449108381,-0.20957396925354357,0,12699.0,Low
0.0,0.0051446058027994025,-0.03866769405412535,10,12701.0,High
0.0,-0.2010034334285051,-0.17098222969238464,0,12703.0,Low
0.0,0.864932769426045,0.3545810830687808,7,12705.0,High
0.0,0.30179666225760343,0.3346033598408054,7,12708.0,High
0.0,0.9906327933475721,1.036807510128206,3,12709.0,Low
0.0,-0.1658074267304775,-0.17787069785325596,0,12711.0,Low
0.0,0.2515166526889926,0.3639871639584984,7,12712.0,High
0.0,1.7297489340061518,1.0024234473962763,3,12714.0,Low
0.0,-0.38703946883236523,-0.24707008105307496,0,12717.0,Low
0.0,0.3118526641713256,0.14213419784339737,7,12720.0,High
0.0,-0.07530340950697796,0.010274231170068697,10,12721.0,High
0.0,-0.08535941142070014,-0.10222575984301083,10,12724.0,High
0.0,0.06548061728513242,0.3776009216774455,10,12725.0,High
0.0,-0.19094743151478294,-0.2067066880901352,0,12726.0,Low
0.0,-0.14569542290303317,-0.10290178548316399,10,12727.0,High
0.0,-0.39206746978922635,-0.2888787702122043,0,12728.0,Low
0.0,-0.23117143916967162,-0.08895001494414036,0,12730.0,Low
0.0,0.13084462972432653,0.1190793923912764,10,12731.0,High
0.0,0.2112926450341039,0.18065600371764395,10,12733.0,High
0.0,-0.39206746978922635,-0.27881997491130417,0,12734.0,Low
0.0,-0.45743148222842045,3.966562767178316,12,12737.0,High
0.0,-0.4121794736166707,-0.30760934269024187,0,12738.0,Low
0.0,-0.21105943534222726,0.31147862070177207,10,12739.0,High
0.0,-0.38703946883236523,-0.1303507575962807,0,12741.0,Low
0.0,-0.1306114200324499,-0.22481951300044659,0,12742.0,Low
0.0,0.12078862781060437,0.07593030756632613,10,12744.0,High
0.0,-0.35184346213433765,-0.04408755478983626,0,12745.0,Low
0.0,-0.38201146787550416,-0.28936830602059105,0,12746.0,Low
0.0,0.30179666225760343,0.41563319174330526,7,12747.0,High
0.0,12.258382937673263,10.26742477938269,1,12748.0,Low
0.0,0.23140464886154824,0.6405632400825517,7,12749.0,High
0.0,-0.15575142481675533,-0.22571699531582243,0,12751.0,Low
0.0,-0.1658074267304775,-0.22210375482534844,0,12755.0,Low
0.0,0.6185607225398518,0.27225747795840155,7,12758.0,High
0.0,0.573308713928102,0.2969207582095076,7,12759.0,High
0.0,-0.36189946404805984,-0.2853354634086427,0,12760.0,Low
0.0,-0.3317314583068933,-0.21995912176003485,0,12761.0,Low
0.0,-0.38703946883236523,-0.32446336123613007,0,12763.0,Low
0.0,-0.12558341907558881,-0.14806729161408852,10,12765.0,High
0.0,0.2615726546027147,0.11733105021846643,10,12766.0,High
0.0,-0.25128344299711597,-0.2532592123448223,0,12767.0,Low
0.0,-0.41720747457353174,-0.3231928992572215,0,12768.0,Low
0.0,-0.38703946883236523,-0.30728298548465066,0,12770.0,Low
0.0,-0.39206746978922635,-0.2593550987206864,0,12771.0,Low
0.0,-0.4373194784009761,-0.34413803848748503,0,12773.0,Low
0.0,-0.4373194784009761,-0.33051262515405255,0,12774.0,Low
0.0,-0.39206746978922635,-0.29781862652250596,0,12775.0,Low
0.0,-0.44737548031469826,-0.3231462767992799,0,12776.0,Low
0.0,-0.3367594592637544,-0.261266619496292,0,12777.0,Low
0.0,-0.14569542290303317,-0.16339442466238932,10,12778.0,High
0.0,0.1760966383360763,0.026347323545435133,10,12779.0,High
0.0,-0.3669274650049209,-0.28745678524498547,0,12780.0,Low
0.0,0.15598463450863195,0.22951633964044021,10,12782.0,High
0.0,-0.10547141524814448,-0.051570459289462994,10,12784.0,High
0.0,-0.25631144395397704,-0.08778445349560036,0,12785.0,Low
0.0,-0.3769834669186431,-0.293214658800773,0,12786.0,Low
0.0,-0.3468154611774766,-0.29049890062567485,0,12787.0,Low
0.0,-0.3367594592637544,-0.23342135649067172,0,12788.0,Low
0.0,-0.44737548031469826,-0.3082504014869389,0,12789.0,Low
0.0,-0.38703946883236523,-0.26101019597761316,0,12790.0,Low
0.0,-0.32670345735003226,-0.04786397388310583,0,12791.0,Low
0.0,-0.3568714630911987,-0.24077604923095902,0,12792.0,Low
0.0,-0.3317314583068933,-0.22765182732039876,0,12793.0,Low
0.0,-0.432291477444115,-0.32713249695328667,0,12796.0,Low
0.0,-0.31664745543631007,-0.1727305718651946,0,12797.0,Low
0.0,-0.3417874602206155,-0.333379906317461,0,12798.0,Low
0.0,-0.39206746978922635,-0.30865834799392783,0,12799.0,Low
0.0,-0.29653545160886574,-0.2061938410527776,0,12800.0,Low
0.0,-0.21608743629908836,-0.09032537745341755,0,12801.0,Low
0.0,0.10067662398316002,-0.009843359431731463,10,12802.0,High
0.0,-0.19094743151478294,-0.241941610679499,0,12803.0,Low
0.0,-0.13563942098931098,-0.20263887863473068,0,12804.0,Low
0.0,-0.17586342864419968,-0.11144535090096211,10,12805.0,High
0.0,-0.1306114200324499,0.16129602805739476,10,12806.0,High
0.0,-0.38703946883236523,-0.23726770927085364,0,12807.0,Low
0.0,-0.3367594592637544,-0.24886504568382653,0,12808.0,Low
0.0,-0.18591943055792184,0.1275413685076767,10,12809.0,High
0.0,-0.3065914535225879,-0.28583665483151494,0,12810.0,Low
0.0,-0.3417874602206155,-0.22304785959866583,0,12811.0,Low
0.0,-0.24122744108339378,-0.23522797673590867,0,12813.0,Low
0.0,-0.36189946404805984,-0.1922886929716956,0,12817.0,Low
0.0,-0.371955465961782,-0.28441466986429614,0,12819.0,Low
0.0,0.035312611543965915,-0.02765313836542249,10,12820.0,High
0.0,-0.432291477444115,-0.33926599163258786,0,12821.0,Low
0.0,-0.4021234717029485,-0.2579564249824384,0,12823.0,Low
0.0,-0.3468154611774766,-0.18605293922200664,0,12825.0,Low
0.0,-0.09038741237756122,-0.174199179290355,10,12826.0,High
0.0,-0.42726347648725393,-0.31730681394209453,0,12829.0,Low
0.0,-0.4021234717029485,-0.31784297220842295,0,12831.0,Low
0.0,2.6247331043274245,2.220470127964018,8,12835.0,High
0.0,0.7241487426339347,0.9527122516160457,3,12836.0,Low
0.0,-0.08535941142070014,-0.027909561884101253,10,12837.0,High
0.0,1.0157727981318776,0.4723144449858048,7,12838.0,High
0.0,0.8498487665554618,0.3576814765218971,7,12839.0,High
0.0,-0.15072342385989423,-0.18684552100701385,0,12840.0,Low
0.0,0.925268780908378,0.43629859622591927,7,12841.0,High
0.0,-0.3970954707460874,-0.31792456150982074,0,12842.0,Low
0.0,0.11576062685374328,0.29187387713732943,10,12843.0,High
0.0,-0.21105943534222726,-0.12023368422295361,0,12844.0,Low
0.0,-0.4624594831852815,-0.3400935402610513,0,12846.0,Low
0.0,-0.2915074506520046,-0.3061873577230231,0,12847.0,Low
0.0,-0.38703946883236523,-0.28418155757458813,0,12848.0,Low
0.0,0.015200607716521573,0.08168818112211365,10,12849.0,High
0.0,-0.45743148222842045,-0.3544066348491223,0,12850.0,Low
0.0,-0.31664745543631007,-0.2422796234995756,0,12851.0,Low
0.0,-0.11552741716186665,-0.05433283992250277,10,12853.0,High
0.0,0.29676866130074236,0.18303374907266548,7,12854.0,High
0.0,-0.1306114200324499,0.06455442782857586,10,12855.0,High
0.0,-0.09038741237756122,-0.06645467898731863,10,12857.0,High
0.0,-0.2814514487382825,-0.2166722384751521,0,12858.0,Low
0.0,-0.36189946404805984,-0.29152459470039005,0,12859.0,Low
0.0,-0.38703946883236523,-0.3091595394168,0,12860.0,Low
0.0,-0.44737548031469826,-0.3302795128643446,0,12861.0,Low
0.0,0.19118064120665956,0.08859996051195579,10,12862.0,High
0.0,-0.25128344299711597,-0.15064318241536184,0,12863.0,Low
0.0,-0.44737548031469826,-0.35503603803133393,0,12864.0,Low
0.0,0.035312611543965915,-0.007815282511271875,10,12865.0,High
0.0,-0.2814514487382825,-0.22057686932776105,0,12866.0,Low
0.0,2.1269610095981775,0.4945067349660061,3,12867.0,Low
0.0,-0.2713954468245603,-0.23120678973844574,0,12868.0,Low
0.0,-0.2814514487382825,-0.24715167035447275,0,12869.0,Low
0.0,0.00011660484593831684,0.13540890828532168,10,12870.0,High
0.0,-0.432291477444115,-0.32638653762622105,0,12871.0,Low
0.0,1.3727608660690147,0.7640894423988195,3,12872.0,Low
0.0,-0.311619454479449,-0.23682479592040845,0,12873.0,Low
0.0,-0.22614343821281052,-0.18607625045097745,0,12874.0,Low
0.0,-0.4373194784009761,-0.3551409385617025,0,12875.0,Low
0.0,-0.040107402808950365,-0.08232962591643322,10,12876.0,High
0.0,0.13587263068118763,-0.06593017633547563,10,12877.0,High
0.0,-0.28647944969514355,-0.18526035743699945,0,12880.0,Low
0.0,-0.4021234717029485,-0.2863961243268141,0,12887.0,Low
0.0,-0.3417874602206155,-0.2098420483867078,0,12889.0,Low
0.0,-0.18591943055792184,-0.21956283086753126,0,12890.0,Low
0.0,-0.42726347648725393,-0.35461643590985953,0,12891.0,Low
0.0,-0.3769834669186431,-0.2888088365252919,0,12892.0,Low
0.0,-0.36189946404805984,-0.22036706826702385,0,12894.0,Low
0.0,-0.41720747457353174,-0.3092411287181978,0,12897.0,Low
0.0,-0.3317314583068933,-0.2835171875489203,0,12898.0,Low
0.0,-0.38201146787550416,-0.2578398688375845,0,12899.0,Low
0.0,-0.4021234717029485,-0.30344828831895415,0,12900.0,Low
0.0,-0.2613394449108381,-0.24916809166044693,0,12903.0,Low
0.0,-0.195975432471644,-0.1286024154234707,0,12905.0,Low
0.0,-0.3417874602206155,-0.20648523141491262,0,12907.0,Low
0.0,-0.4524034812715594,-0.35625987755230093,0,12908.0,Low
0.0,-0.1306114200324499,-0.16162277126060856,10,12909.0,High
0.0,-0.15575142481675533,-0.2331882442009637,0,12910.0,Low
0.0,0.7191207416770736,0.5138200881683137,7,12911.0,High
0.0,-0.23619944012653268,-0.18212499714042688,0,12913.0,Low
0.0,-0.42223547553039287,-0.3462477047093424,0,12914.0,Low
0.0,-0.21105943534222726,-0.05873866219798395,10,12915.0,High
0.0,-0.12055541811872773,0.03085804635128489,10,12916.0,High
0.0,-0.22614343821281052,-0.15579496401790857,0,12917.0,Low
0.0,-0.4624594831852815,12.408724338953439,6,12918.0,Middle
0.0,-0.3065914535225879,-0.2679219753674553,0,12920.0,Low
0.0,3.625305294742781,1.776111481322634,2,12921.0,Low
0.0,-0.3065914535225879,-0.20259225617678905,0,12923.0,Low
0.0,-0.24625544204025487,-0.2521286177397385,0,12924.0,Low
0.0,-0.4423474793578372,-0.3560500764915637,0,12925.0,Low
0.0,0.8498487665554618,0.4161926612386045,7,12926.0,High
0.0,-0.4121794736166707,-0.3219574041217691,0,12927.0,Low
0.0,0.010172606759660488,-0.1462373601398807,10,12928.0,High
0.0,0.21632064599096498,-0.020613147216240947,10,12931.0,High
0.0,0.010172606759660488,-0.12836930313376269,10,12932.0,High
0.0,0.452636690963436,0.365898684734104,7,12933.0,High
0.0,-0.45743148222842045,-0.2611150965079818,0,12934.0,Low
0.0,0.16101263546549305,0.10604841539659941,10,12935.0,High
0.0,0.020228608673382657,-0.09299451317057414,10,12937.0,High
0.0,-0.2713954468245603,-0.22954003686703356,0,12939.0,Low
0.0,-0.3317314583068933,-0.30645543685618726,0,12941.0,Low
0.0,-0.38703946883236523,-0.2562080828096284,0,12942.0,Low
0.0,-0.3417874602206155,-0.209352512578321,0,12943.0,Low
0.0,-0.32670345735003226,-0.2701598533486521,0,12945.0,Low
0.0,-0.3669274650049209,-0.2809179855186762,0,12946.0,Low
0.0,-0.38201146787550416,-0.2995902799242868,0,12947.0,Low
0.0,-0.42223547553039287,-0.3410259894198833,0,12948.0,Low
0.0,2.0465129942884,1.5043841408245067,8,12949.0,High
0.0,0.19118064120665956,0.06787627795691485,10,12951.0,High
0.0,-0.311619454479449,-0.2063103971976316,0,12953.0,Low
0.0,-0.41720747457353174,-0.3219457485072837,0,12954.0,Low
0.0,-0.35184346213433765,-0.3089613939705482,0,12956.0,Low
0.0,0.7995687569868509,0.7767707509589347,7,12957.0,High
0.0,-0.22111543725594943,-0.11163184073272851,0,12958.0,Low
0.0,-0.42726347648725393,-0.3228199195936887,0,12959.0,Low
0.0,-0.11552741716186665,-0.1902722716657214,10,12960.0,High
0.0,-0.2663674458676992,-0.2824332154017781,0,12961.0,Low
0.0,0.010172606759660488,0.007663373525339115,10,12963.0,High
0.0,-0.3367594592637544,-0.24849206602029372,0,12964.0,Low
0.0,-0.16077942577361642,-0.013293421319409865,10,12967.0,High
0.0,-0.4423474793578372,-0.3315033523853116,0,12969.0,Low
0.0,0.6185607225398518,0.19639108327293375,7,12970.0,High
0.0,0.13587263068118763,0.039809558276071924,10,12971.0,High
0.0,-0.08033141046383904,-0.06911215908998981,10,12972.0,High
0.0,-0.4373194784009761,-0.15981615101537155,0,12973.0,Low
0.0,-0.3468154611774766,-0.22775672785076737,0,12974.0,Low
0.0,0.09564862302629894,0.23613672866814728,10,12975.0,High
0.0,0.19620864216352066,-0.12097964355001921,10,12976.0,High
0.0,-0.22111543725594943,-0.006754621593100524,10,12977.0,High
0.0,0.35207667182621427,0.13525738529701148,7,12978.0,High
0.0,-0.18591943055792184,-0.20480682292901503,0,12979.0,Low
0.0,-0.3065914535225879,0.18572619601879292,10,12980.0,High
