Customer ID,Recency,Frequency,Monetary,R,F,M,RFMscore
12427.0,15317,10,49.25,1,4,4,144
12429.0,15317,76,224.72,1,2,2,122
12431.0,15317,170,657.78,1,1,1,111
12433.0,15317,286,576.26,1,1,1,111
12434.0,15317,20,68.12,1,3,3,133
12435.0,15317,76,220.41,1,2,2,122
12437.0,15317,364,1099.88,1,1,1,111
12439.0,15317,71,263.16,1,2,2,122
12440.0,15317,32,174.34,1,3,2,132
12441.0,15317,11,40.71,1,4,4,144
12443.0,15317,21,123.28,1,3,3,133
12445.0,15317,20,55.34,1,3,4,134
12449.0,15317,10,26.93,1,4,4,144
12450.0,15317,29,69.49,1,3,3,133
12451.0,15317,157,356.87,1,1,1,111
12454.0,15317,25,289.56,1,3,2,132
12455.0,15317,137,603.11,1,1,1,111
12457.0,15317,22,139.88,1,3,2,132
12458.0,15317,46,168.65,1,2,2,122
12459.0,15317,23,95.42,1,3,3,133
12460.0,15317,18,78.86,1,4,3,143
12466.0,15317,1,56.73,1,4,4,144
12467.0,15317,9,14.56,1,4,4,144
12468.0,15317,112,282.74,1,1,2,112
12469.0,15317,76,227.97,1,2,2,122
12470.0,15317,23,90.35,1,3,3,133
12471.0,15317,676,2348.87,1,1,1,111
12472.0,15317,572,1369.18,1,1,1,111
12474.0,15317,286,879.61,1,1,1,111
12475.0,15317,25,82.84,1,3,3,133
12476.0,15317,281,1165.08,1,1,1,111
12477.0,15317,264,1044.22,1,1,1,111
12480.0,15317,88,302.14,1,2,2,122
12481.0,15317,174,806.2,1,1,1,111
12482.0,15317,204,2025.76,1,1,1,111
12483.0,15317,63,467.0,1,2,1,121
12484.0,15317,128,374.26,1,1,1,111
12485.0,15317,34,81.96,1,3,3,133
12486.0,15317,49,201.07999999999998,1,2,2,122
12487.0,15317,2,4.0,1,4,4,144
12490.0,15317,217,661.49,1,1,1,111
12492.0,15317,22,70.0,1,3,3,133
12494.0,15317,34,150.29,1,3,2,132
12495.0,15317,17,97.0,1,4,3,143
12496.0,15317,10,19.27,1,4,4,144
12497.0,15317,43,78.09,1,3,3,133
12499.0,15317,27,62.9,1,3,3,133
12500.0,15317,85,345.81,1,2,1,121
12503.0,15317,2,231.6,1,4,2,142
12504.0,15317,11,44.6,1,4,4,144
12505.0,15317,42,186.35,1,3,2,132
12507.0,15317,28,99.1,1,3,3,133
12510.0,15317,112,1789.65,1,1,1,111
12511.0,15317,190,651.83,1,1,1,111
12514.0,15317,33,59.3,1,3,3,133
12516.0,15317,48,94.33,1,2,3,123
12519.0,15317,22,72.03,1,3,3,133
12523.0,15317,143,577.88,1,1,1,111
12524.0,15317,96,334.72,1,2,1,121
12525.0,15317,60,180.35999999999999,1,2,2,122
12527.0,15317,14,30.200000000000003,1,4,4,144
12529.0,15317,21,63.86,1,3,3,133
12530.0,15317,92,261.6,1,2,2,122
12531.0,15317,110,260.85,1,1,2,112
12533.0,15317,72,237.82,1,2,2,122
12537.0,15317,43,125.68,1,3,3,133
12538.0,15317,13,53.67,1,4,4,144
12539.0,15317,231,763.48,1,1,1,111
12540.0,15317,293,1158.9,1,1,1,111
12542.0,15317,39,96.14,1,3,3,133
12543.0,15317,43,112.37,1,3,3,133
12547.0,15317,13,40.07,1,4,4,144
12549.0,15317,49,80.78999999999999,1,2,3,123
12553.0,15317,47,218.46,1,2,2,122
12554.0,15317,26,99.43,1,3,3,133
12555.0,15317,1,129.23,1,4,3,143
12557.0,15317,25,54.230000000000004,1,3,4,134
12562.0,15317,39,140.37,1,3,2,132
12563.0,15317,13,50.98,1,4,4,144
12567.0,15317,193,808.03,1,1,1,111
12568.0,15317,5,31.17,1,4,4,144
12570.0,15317,1,77.52,1,4,3,143
12573.0,15317,91,204.69,1,2,2,122
12575.0,15317,38,135.67000000000002,1,3,2,132
12576.0,15317,54,154.78,1,2,2,122
12577.0,15317,152,278.34,1,1,2,112
12578.0,15317,58,175.53,1,2,2,122
12580.0,15317,34,88.61,1,3,3,133
12582.0,15317,81,282.02,1,2,2,122
12583.0,15317,219,677.58,1,1,1,111
12586.0,15317,83,435.32,1,2,1,121
12588.0,15317,36,234.51999999999998,1,3,2,132
12589.0,15317,145,1552.63,1,1,1,111
12591.0,15317,42,200.55,1,3,2,132
12592.0,15317,63,817.8399999999999,1,2,1,121
12594.0,15317,81,253.34,1,2,2,122
12595.0,15317,19,60.62,1,3,3,133
12598.0,15317,74,203.01999999999998,1,2,2,122
12599.0,15317,71,183.34,1,2,2,122
12600.0,15317,68,419.56,1,2,1,121
12601.0,15317,6,48.95,1,4,4,144
12605.0,15317,76,169.03,1,2,2,122
12606.0,15317,1,21.0,1,4,4,144
12608.0,15317,16,26.04,1,4,4,144
12609.0,15317,115,479.45,1,1,1,111
12613.0,15317,173,515.17,1,1,1,111
12615.0,15317,165,502.33,1,1,1,111
12616.0,15317,22,80.95,1,3,3,133
12619.0,15317,10,25.48,1,4,4,144
12621.0,15317,303,979.16,1,1,1,111
12623.0,15317,155,465.99,1,1,1,111
12625.0,15317,97,235.71,1,2,2,122
12629.0,15317,45,179.9,1,2,2,122
12631.0,15317,152,432.42,1,1,1,111
12632.0,15317,35,78.17,1,3,3,133
12633.0,15317,205,608.46,1,1,1,111
12634.0,15317,20,155.55,1,3,2,132
12635.0,15317,78,218.05,1,2,2,122
12636.0,15317,1,141.0,1,4,2,142
12637.0,15317,232,539.39,1,1,1,111
12638.0,15317,9,62.0,1,4,3,143
12639.0,15317,42,177.99,1,3,2,132
12643.0,15317,27,242.66,1,3,2,132
12644.0,15317,80,290.37,1,2,2,122
12645.0,15317,87,228.8,1,2,2,122
12647.0,15317,429,2032.23,1,1,1,111
12648.0,15317,44,173.52,1,2,2,122
12649.0,15317,87,236.66,1,2,2,122
12651.0,15317,21,41.0,1,3,4,134
12652.0,15317,3,15.0,1,4,4,144
12653.0,15317,43,125.18,1,3,3,133
12655.0,15317,16,87.85,1,4,3,143
12656.0,15317,121,399.77,1,1,1,111
12661.0,15317,11,9.65,1,4,4,144
12662.0,15317,176,626.4,1,1,1,111
12663.0,15317,10,58.4,1,4,3,143
12664.0,15317,8,101.78,1,4,3,143
12665.0,15317,14,63.15,1,4,3,143
12666.0,15317,31,119.25,1,3,3,133
12668.0,15317,375,1311.78,1,1,1,111
12670.0,15317,23,127.21000000000001,1,3,3,133
12671.0,15317,45,122.691,1,2,3,123
12672.0,15317,12,61.7,1,4,3,143
12673.0,15317,32,96.35,1,3,3,133
12675.0,15317,112,425.82,1,1,1,111
12676.0,15317,62,244.24,1,2,2,122
12677.0,15317,21,85.15,1,3,3,133
12678.0,15317,211,724.44,1,1,1,111
12681.0,15317,827,2357.45,1,1,1,111
12682.0,15317,514,1764.9,1,1,1,111
12683.0,15317,197,576.5,1,1,1,111
12686.0,15317,7,22.81,1,4,4,144
12687.0,15317,126,564.93,1,1,1,111
12691.0,15317,7,37.55,1,4,4,144
12692.0,15317,13,40.6,1,4,4,144
12693.0,15317,40,188.4,1,3,2,132
12694.0,15317,46,96.92,1,2,3,123
12695.0,15317,32,188.51,1,3,2,132
12696.0,15317,49,161.39,1,2,2,122
12698.0,15317,16,81.6,1,4,3,143
12699.0,15317,41,127.56,1,3,3,133
12701.0,15317,94,274.19,1,2,2,122
12703.0,15317,53,160.67,1,2,2,122
12705.0,15317,265,611.58,1,1,1,111
12708.0,15317,153,594.44,1,1,1,111
12709.0,15317,290,1196.9,1,1,1,111
12711.0,15317,60,154.76,1,2,2,122
12712.0,15317,143,619.65,1,1,1,111
12714.0,15317,437,1167.4,1,1,1,111
12717.0,15317,16,95.39,1,4,3,143
12720.0,15317,155,429.31,1,1,1,111
12721.0,15317,78,316.18,1,2,2,122
12724.0,15317,76,219.66,1,2,2,122
12725.0,15317,106,631.33,1,1,1,111
12726.0,15317,55,130.02,1,2,3,123
12727.0,15317,64,219.08,1,2,2,122
12728.0,15317,15,59.519999999999996,1,4,3,143
12730.0,15317,47,231.05,1,2,2,122
12731.0,15317,119,409.53,1,1,1,111
12733.0,15317,135,462.36,1,1,1,111
12734.0,15317,15,68.15,1,4,3,143
12737.0,15317,2,3710.5,1,4,1,141
12738.0,15317,11,43.45,1,4,4,144
12739.0,15317,51,574.6,1,2,1,121
12741.0,15317,16,195.53,1,4,2,142
12742.0,15317,67,114.48,1,2,3,123
12744.0,15317,117,372.51,1,1,1,111
12745.0,15317,23,269.54,1,3,2,132
12746.0,15317,17,59.1,1,4,3,143
12747.0,15317,153,663.96,1,1,1,111
12748.0,15317,2531,9116.36,1,1,1,111
12749.0,15317,139,856.9399999999999,1,1,1,111
12751.0,15317,62,113.71,1,2,3,123
12755.0,15317,60,116.81,1,2,3,123
12758.0,15317,216,540.95,1,1,1,111
12759.0,15317,207,562.11,1,1,1,111
12760.0,15317,21,62.56,1,3,3,133
12761.0,15317,27,118.65,1,3,3,133
12763.0,15317,16,28.99,1,4,4,144
12765.0,15317,68,180.32999999999998,1,2,2,122
12766.0,15317,145,408.03,1,1,1,111
12767.0,15317,43,90.08,1,3,3,133
12768.0,15317,10,30.080000000000002,1,4,4,144
12770.0,15317,16,43.73,1,4,4,144
12771.0,15317,15,84.85,1,4,3,143
12773.0,15317,6,12.11,1,4,4,144
12774.0,15317,6,23.8,1,4,4,144
12775.0,15317,15,51.85,1,4,4,144
12776.0,15317,4,30.12,1,4,4,144
12777.0,15317,26,83.21,1,3,3,133
12778.0,15317,64,167.18,1,2,2,122
12779.0,15317,128,329.97,1,1,1,111
12780.0,15317,20,60.739999999999995,1,3,3,133
12782.0,15317,124,504.28000000000003,1,1,1,111
12784.0,15317,72,263.12,1,2,2,122
12785.0,15317,42,232.05,1,3,2,132
12786.0,15317,18,55.800000000000004,1,4,4,144
12787.0,15317,24,58.129999999999995,1,3,3,133
12788.0,15317,26,107.1,1,3,3,133
12789.0,15317,4,42.9,1,4,4,144
12790.0,15317,16,83.42999999999999,1,4,3,143
12791.0,15317,28,266.3,1,3,2,132
12792.0,15317,22,100.78999999999999,1,3,3,133
12793.0,15317,27,112.05,1,3,3,133
12796.0,15317,7,26.7,1,4,4,144
12797.0,15317,30,159.17,1,3,2,132
12798.0,15317,25,21.34,1,3,4,134
12799.0,15317,15,42.55,1,4,4,144
12800.0,15317,34,130.46,1,3,3,133
12801.0,15317,50,229.87,1,2,2,122
12802.0,15317,113,298.92,1,1,2,112
12803.0,15317,55,99.79,1,2,3,123
12804.0,15317,66,133.51,1,2,3,123
12805.0,15317,58,211.75,1,2,2,122
12806.0,15317,67,445.75,1,2,1,121
12807.0,15317,16,103.8,1,4,3,143
12808.0,15317,26,93.85,1,3,3,133
12809.0,15317,56,416.78999999999996,1,2,1,121
12810.0,15317,32,62.13,1,3,3,133
12811.0,15317,25,116.0,1,3,3,133
12813.0,15317,45,105.55,1,2,3,123
12817.0,15317,21,142.39,1,3,2,132
12819.0,15317,19,63.35,1,3,3,133
12820.0,15317,100,283.64,1,2,2,122
12821.0,15317,7,16.29,1,4,4,144
12823.0,15317,13,86.05,1,4,3,143
12825.0,15317,24,147.74,1,3,2,132
12826.0,15317,75,157.91,1,2,2,122
12829.0,15317,8,35.129999999999995,1,4,4,144
12831.0,15317,13,34.67,1,4,4,144
12835.0,15317,615,2212.43,1,1,1,111
12836.0,15317,237,1124.75,1,1,1,111
12837.0,15317,76,283.42,1,2,2,122
12838.0,15317,295,712.59,1,1,1,111
12839.0,15317,262,614.24,1,1,1,111
12840.0,15317,63,147.06,1,2,2,122
12841.0,15317,277,681.69,1,1,1,111
12842.0,15317,14,34.6,1,4,4,144
12843.0,15317,116,557.78,1,1,1,111
12844.0,15317,51,204.21,1,2,2,122
12846.0,15317,1,15.58,1,4,4,144
12847.0,15317,35,44.67,1,3,4,134
12848.0,15317,16,63.55,1,4,3,143
12849.0,15317,96,377.45,1,2,1,121
12850.0,15317,2,3.3,1,4,4,144
12851.0,15317,30,99.5,1,3,3,133
12853.0,15317,70,260.75,1,2,2,122
12854.0,15317,152,464.4,1,1,1,111
12855.0,15317,67,362.75,1,2,1,121
12857.0,15317,75,250.35,1,2,2,122
12858.0,15317,37,121.47,1,3,3,133
12859.0,15317,21,57.25,1,3,3,133
12860.0,15317,16,42.12,1,4,4,144
12861.0,15317,4,24.0,1,4,4,144
12862.0,15317,131,383.38,1,1,1,111
12863.0,15317,43,178.12,1,3,2,132
12864.0,15317,4,2.76,1,4,4,144
12865.0,15317,100,300.66,1,2,2,122
12866.0,15317,37,118.12,1,3,3,133
12867.0,15317,516,731.63,1,1,1,111
12868.0,15317,39,109.0,1,3,3,133
12869.0,15317,37,95.32,1,3,3,133
12870.0,15317,93,423.54,1,2,1,121
12871.0,15317,7,27.34,1,4,4,144
12872.0,15317,366,962.92,1,1,1,111
12873.0,15317,31,104.18,1,3,3,133
12874.0,15317,48,147.72,1,2,2,122
12875.0,15317,6,2.67,1,4,4,144
12876.0,15317,85,236.73000000000002,1,2,2,122
12877.0,15317,120,250.8,1,1,2,112
12880.0,15317,36,148.42000000000002,1,3,2,132
12887.0,15317,13,61.65,1,4,3,143
12889.0,15317,25,127.33,1,3,3,133
12890.0,15317,56,118.99,1,2,3,123
12891.0,15317,8,3.12,1,4,4,144
12892.0,15317,18,59.58,1,4,3,143
12894.0,15317,21,118.3,1,3,3,133
12897.0,15317,10,42.050000000000004,1,4,4,144
12898.0,15317,27,64.12,1,3,3,133
12899.0,15317,17,86.14999999999999,1,4,3,143
12900.0,15317,13,47.019999999999996,1,4,4,144
12903.0,15317,41,93.59,1,3,3,133
12905.0,15317,54,197.03,1,2,2,122
12907.0,15317,25,130.21,1,3,3,133
12908.0,15317,3,1.71,1,4,4,144
12909.0,15317,67,168.7,1,2,2,122
12910.0,15317,62,107.3,1,2,3,123
12911.0,15317,236,748.2,1,1,1,111
12913.0,15317,46,151.11,1,2,2,122
12914.0,15317,9,10.299999999999999,1,4,4,144
12915.0,15317,51,256.96999999999997,1,2,2,122
12916.0,15317,69,333.84000000000003,1,2,1,121
12917.0,15317,48,173.70000000000002,1,2,2,122
12918.0,15317,1,10953.5,1,4,1,141
12920.0,15317,32,77.5,1,3,3,133
12921.0,15317,814,1831.19,1,1,1,111
12923.0,15317,32,133.55,1,3,3,133
12924.0,15317,44,91.05,1,2,3,123
12925.0,15317,5,1.89,1,4,4,144
12926.0,15317,262,664.44,1,1,1,111
12927.0,15317,11,31.14,1,4,4,144
12928.0,15317,95,181.9,1,2,2,122
12931.0,15317,136,289.68,1,1,2,112
12932.0,15317,95,197.23000000000002,1,2,2,122
12933.0,15317,183,621.29,1,1,1,111
12934.0,15317,2,83.34,1,4,3,143
12935.0,15317,125,398.35,1,1,1,111
12937.0,15317,97,227.57999999999998,1,2,2,122
12939.0,15317,39,110.43,1,3,3,133
12941.0,15317,27,44.44,1,3,4,134
12942.0,15317,16,87.55,1,4,3,143
12943.0,15317,25,127.75,1,3,3,133
12945.0,15317,28,75.58,1,3,3,133
12946.0,15317,20,66.35,1,3,3,133
12947.0,15317,17,50.33,1,4,4,144
12948.0,15317,9,14.78,1,4,4,144
12949.0,15317,500,1598.06,1,1,1,111
12951.0,15317,131,365.6,1,1,1,111
12953.0,15317,31,130.36,1,3,3,133
12954.0,15317,10,31.150000000000002,1,4,4,144
12956.0,15317,23,42.29,1,3,4,134
12957.0,15317,252,973.8,1,1,1,111
12958.0,15317,49,211.59,1,2,2,122
12959.0,15317,8,30.4,1,4,4,144
12960.0,15317,70,144.12,1,2,2,122
12961.0,15317,40,65.05,1,3,3,133
12963.0,15317,95,313.94,1,2,2,122
12964.0,15317,26,94.17,1,3,3,133
12967.0,15317,61,295.96,1,2,2,122
12969.0,15317,5,22.95,1,4,4,144
12970.0,15317,216,475.86,1,1,1,111
12971.0,15317,120,341.52,1,1,1,111
12972.0,15317,77,248.07,1,2,2,122
12973.0,15317,6,170.25,1,4,2,142
12974.0,15317,24,111.96000000000001,1,3,3,133
12975.0,15317,112,509.96,1,1,1,111
12976.0,15317,132,203.57,1,1,2,112
12977.0,15317,49,301.57,1,2,2,122
12978.0,15317,163,423.41,1,1,1,111
12979.0,15317,56,131.65,1,2,3,123
12980.0,15317,32,466.71000000000004,1,3,1,131
12982.0,15317,150,464.07,1,1,1,111
12983.0,15317,30,32.39,1,3,4,134
12986.0,15317,102,395.71999999999997,1,1,1,111
12987.0,15317,38,154.88,1,3,2,132
12989.0,15317,33,98.63,1,3,3,133
12990.0,15317,14,27.3,1,4,4,144
12991.0,15317,14,110.49000000000001,1,4,3,143
12992.0,15317,6,27.3,1,4,4,144
12993.0,15317,49,118.28999999999999,1,2,3,123
12996.0,15317,22,126.1,1,3,3,133
12997.0,15317,48,122.04,1,2,3,123
12998.0,15317,58,92.41,1,2,3,123
13000.0,15317,31,127.3,1,3,3,133
13001.0,15317,678,1704.57,1,1,1,111
13002.0,15317,16,52.52,1,4,4,144
13004.0,15317,411,1082.2,1,1,1,111
13005.0,15317,30,116.12,1,3,3,133
13007.0,15317,11,65.95,1,4,3,143
13008.0,15317,21,59.29,1,3,3,133
13009.0,15317,4,7.8,1,4,4,144
13010.0,15317,12,21.41,1,4,4,144
13011.0,15317,3,12.65,1,4,4,144
13012.0,15317,65,185.07,1,2,2,122
13013.0,15317,335,1003.95,1,1,1,111
13014.0,15317,115,358.56,1,1,1,111
13015.0,15317,173,869.52,1,1,1,111
13018.0,15317,145,639.54,1,1,1,111
13019.0,15317,55,231.94,1,2,2,122
13020.0,15317,39,134.36,1,3,3,133
13021.0,15317,126,458.91,1,1,1,111
13022.0,15317,5,25.3,1,4,4,144
13023.0,15317,36,212.82999999999998,1,3,2,132
13024.0,15317,31,162.62,1,3,2,132
13025.0,15317,13,27.84,1,4,4,144
13026.0,15317,42,63.4,1,3,3,133
13027.0,15317,59,23.84,1,2,4,124
13029.0,15317,7,62.45,1,4,3,143
13030.0,15317,57,184.33,1,2,2,122
13031.0,15317,407,1016.37,1,1,1,111
13032.0,15317,136,441.66,1,1,1,111
13033.0,15317,2,4.05,1,4,4,144
13034.0,15317,18,50.51,1,4,4,144
13035.0,15317,15,34.34,1,4,4,144
13036.0,15317,6,57.95,1,4,3,143
13037.0,15317,184,635.59,1,1,1,111
13039.0,15317,55,302.19,1,2,2,122
13041.0,15317,35,133.87,1,3,3,133
13042.0,15317,184,573.98,1,1,1,111
13044.0,15317,383,1266.13,1,1,1,111
13045.0,15317,27,104.33,1,3,3,133
13046.0,15317,21,64.44,1,3,3,133
13047.0,15317,223,1172.51,1,1,1,111
13048.0,15317,130,261.43,1,1,2,112
13049.0,15317,12,27.64,1,4,4,144
13050.0,15317,599,1834.47,1,1,1,111
13051.0,15317,4,21.45,1,4,4,144
13052.0,15317,230,841.28,1,1,1,111
13053.0,15317,17,52.75,1,4,4,144
13055.0,15317,78,161.77,1,2,2,122
13056.0,15317,19,90.74,1,3,3,133
13057.0,15317,40,79.84,1,3,3,133
13059.0,15317,190,833.47,1,1,1,111
13063.0,15317,12,27.5,1,4,4,144
13064.0,15317,25,213.55,1,3,2,132
13065.0,15317,62,264.22,1,2,2,122
13067.0,15317,17,88.3,1,4,3,143
13069.0,15317,657,1301.74,1,1,1,111
13070.0,15317,24,48.8,1,3,4,134
13071.0,15317,12,49.27,1,4,4,144
13073.0,15317,27,95.97999999999999,1,3,3,133
13074.0,15317,29,114.72,1,3,3,133
13076.0,15317,9,35.85,1,4,4,144
13077.0,15317,233,501.76,1,1,1,111
13078.0,15317,443,1699.77,1,1,1,111
13079.0,15317,11,27.69,1,4,4,144
13080.0,15317,13,47.8,1,4,4,144
13081.0,15317,1330,2705.83,1,1,1,111
13082.0,15317,56,116.86,1,2,3,123
13083.0,15317,4,2.54,1,4,4,144
13084.0,15317,2,1.7,1,4,4,144
13085.0,15317,62,211.05,1,2,2,122
13086.0,15317,47,184.93,1,2,2,122
13087.0,15317,15,85.77,1,4,3,143
13088.0,15317,20,83.12,1,3,3,133
13089.0,15317,1542,4096.37,1,1,1,111
13090.0,15317,127,591.37,1,1,1,111
13091.0,15317,24,1248.1299999999999,1,3,1,131
13092.0,15317,80,425.05,1,2,1,121
13093.0,15317,891,2496.54,1,1,1,111
13094.0,15317,8,13.46,1,4,4,144
13096.0,15317,1,69.95,1,4,3,143
13097.0,15317,583,2506.22,1,1,1,111
13101.0,15317,43,107.64,1,3,3,133
13102.0,15317,188,701.55,1,1,1,111
13103.0,15317,25,44.32,1,3,4,134
13104.0,15317,10,21.95,1,4,4,144
13105.0,15317,1,0.72,1,4,4,144
13106.0,15317,15,208.41,1,4,2,142
13107.0,15317,120,233.31,1,1,2,112
13108.0,15317,35,49.56,1,3,4,134
13109.0,15317,23,72.65,1,3,3,133
13110.0,15317,107,526.09,1,1,1,111
13111.0,15317,12,23.66,1,4,4,144
13112.0,15317,2,2.95,1,4,4,144
13113.0,15317,187,739.2,1,1,1,111
13114.0,15317,16,89.54,1,4,3,143
13115.0,15317,194,487.81,1,1,1,111
13117.0,15317,112,310.29,1,1,2,112
13118.0,15317,69,356.15999999999997,1,2,1,121
13119.0,15317,11,16.65,1,4,4,144
13123.0,15317,45,144.67,1,2,2,122
13124.0,15317,61,163.98,1,2,2,122
13125.0,15317,20,91.03,1,3,3,133
13126.0,15317,111,277.94,1,1,2,112
13128.0,15317,1,8.5,1,4,4,144
13129.0,15317,11,20.46,1,4,4,144
13131.0,15317,105,332.57,1,1,1,111
13133.0,15317,5,25.35,1,4,4,144
13134.0,15317,23,96.25,1,3,3,133
13135.0,15317,17,73.2,1,4,3,143
13136.0,15317,188,553.23,1,1,1,111
13137.0,15317,707,1787.56,1,1,1,111
13138.0,15317,36,124.51,1,3,3,133
13139.0,15317,95,235.83,1,2,2,122
13140.0,15317,75,261.81,1,2,2,122
13141.0,15317,289,658.16,1,1,1,111
13143.0,15317,23,62.75,1,3,3,133
13144.0,15317,3,9.25,1,4,4,144
13145.0,15317,4,307.75,1,4,2,142
13148.0,15317,451,1599.47,1,1,1,111
13150.0,15317,8,55.47,1,4,4,144
13151.0,15317,84,378.14,1,2,1,121
13152.0,15317,135,542.75,1,1,1,111
13154.0,15317,93,301.89,1,2,2,122
13155.0,15317,79,211.12,1,2,2,122
13156.0,15317,104,345.36,1,1,1,111
13157.0,15317,164,302.96,1,1,2,112
13158.0,15317,21,43.99,1,3,4,134
13161.0,15317,25,144.39,1,3,2,132
13162.0,15317,159,428.16,1,1,1,111
13163.0,15317,2,10.7,1,4,4,144
13164.0,15317,10,51.699999999999996,1,4,4,144
13165.0,15317,7,7.01,1,4,4,144
13166.0,15317,27,77.76,1,3,3,133
13167.0,15317,16,43.81,1,4,4,144
13168.0,15317,47,157.71,1,2,2,122
13169.0,15317,5,28.85,1,4,4,144
13172.0,15317,1,1.45,1,4,4,144
13173.0,15317,196,584.39,1,1,1,111
13174.0,15317,797,2654.43,1,1,1,111
13175.0,15317,46,185.85,1,2,2,122
13177.0,15317,13,39.4,1,4,4,144
13178.0,15317,422,802.29,1,1,1,111
13179.0,15317,34,70.84,1,3,3,133
13180.0,15317,4,15.05,1,4,4,144
13181.0,15317,19,53.07,1,3,4,134
13183.0,15317,62,102.28,1,2,3,123
13187.0,15317,19,16.099999999999998,1,3,4,134
13190.0,15317,17,70.36,1,4,3,143
13191.0,15317,59,110.83,1,2,3,123
13192.0,15317,99,313.46,1,2,2,122
13194.0,15317,7,17.58,1,4,4,144
13195.0,15317,46,99.35,1,2,3,123
13196.0,15317,78,250.6,1,2,2,122
13197.0,15317,19,87.19,1,3,3,133
13198.0,15317,88,316.78000000000003,1,2,2,122
13199.0,15317,88,194.8,1,2,2,122
13201.0,15317,86,192.23,1,2,2,122
13202.0,15317,69,343.0,1,2,1,121
13203.0,15317,112,191.56,1,1,2,112
13204.0,15317,57,237.18,1,2,2,122
13205.0,15317,1,10.95,1,4,4,144
13206.0,15317,566,1107.84,1,1,1,111
13207.0,15317,5,29.75,1,4,4,144
13208.0,15317,104,290.49,1,1,2,112
13209.0,15317,45,155.4,1,2,2,122
13211.0,15317,146,229.77,1,1,2,112
13213.0,15317,114,291.13,1,1,2,112
13214.0,15317,229,436.56,1,1,1,111
13215.0,15317,1,0.85,1,4,4,144
13217.0,15317,1,0.53,1,4,4,144
13219.0,15317,11,76.23,1,4,3,143
13220.0,15317,32,129.5,1,3,3,133
13222.0,15317,1,2.95,1,4,4,144
13223.0,15317,8,11.74,1,4,4,144
13225.0,15317,93,266.01,1,2,2,122
13226.0,15317,12,30.5,1,4,4,144
13230.0,15317,677,1807.57,1,1,1,111
13233.0,15317,33,76.05,1,3,3,133
13234.0,15317,61,186.73,1,2,2,122
13237.0,15317,24,128.65,1,3,3,133
13238.0,15317,16,43.75,1,4,4,144
13239.0,15317,72,227.05,1,2,2,122
13240.0,15317,155,356.05,1,1,1,111
13241.0,15317,40,104.07000000000001,1,3,3,133
13242.0,15317,22,42.9,1,3,4,134
13243.0,15317,148,400.73,1,1,1,111
13245.0,15317,29,81.59,1,3,3,133
13246.0,15317,235,362.07,1,1,1,111
